1,1,0.0,13.3,17.08,28.77,1,1,1.0
1,2,98.03,0.0,222.54,63.47,1,1,0.0
1,3,312.36,0.0,398.14,112.66,1,1,0.0
1,4,53.49,61.0,122.06,60.7,1,1,1.0
2,1,0.0,13.3,9.9,28.77,1,1,1.0
2,2,97.74,0.0,222.08999999999997,63.47,1,1,0.0
2,3,312.36,0.0,394.84000000000003,113.15,1,1,0.0
2,4,32.62,58.74,122.06,60.699999999999996,1,1,1.0
3,1,0.0,13.3,2.7,28.77,1,1,1.0
3,2,97.45,0.0,221.64,63.47,1,1,0.0
3,3,312.36,0.0,394.17999999999995,113.15,1,1,0.0
3,4,19.64,54.79,114.73,55.11000000000001,1,1,1.0
4,2,97.15,0.0,221.18999999999997,63.47,1,1,0.0
4,3,312.36,0.0,393.52,113.15,1,1,0.0
4,4,3.28,51.4,109.12,54.6,1,1,1.0
5,2,96.86,0.0,220.74,63.47,1,1,0.0
5,3,312.36,0.0,392.86,113.15,1,1,0.0
5,4,0.0,49.14,93.2,54.599999999999994,1,1,1.0
6,2,96.86,0.0,219.99,63.47,1,1,0.0
6,3,312.36,0.0,392.19999999999993,113.15,1,1,0.0
6,4,0.0,47.5,76.3,51.7,1,1,1.0
7,2,96.86,0.0,219.24,63.47,1,1,0.0
7,3,312.36,0.0,391.53999999999996,113.15,1,1,0.0
7,4,0.0,43.55,57.7,49.45,1,1,1.0
8,2,96.86,0.0,218.49,63.47,1,1,0.0
8,3,312.36,0.0,391.43999999999994,113.15,1,1,0.0
8,4,0.0,40.7,41.9,46.099999999999994,1,1,1.0
9,2,96.86,0.0,217.74,63.47,1,1,0.0
9,3,312.36,0.0,391.34000000000003,113.15,1,1,0.0
9,4,0.0,40.7,27.2,42.2,1,1,1.0
10,2,96.86,0.0,217.68,63.47,1,1,0.0
10,3,312.36,0.0,391.24,113.15,1,1,0.0
10,4,0.0,40.7,13.1,36.599999999999994,1,1,1.0
10,5,914.37,189.31,45.629999999999995,59.22999999999999,1,1,1.0
11,2,96.86,0.0,217.61,63.47,1,1,0.0
11,3,312.36,0.0,391.14,113.15,1,1,0.0
11,5,870.9,187.0,89.10000000000002,77.89999999999998,1,1,1.0
12,2,96.86,0.0,217.55,63.47,1,1,0.0
12,3,312.36,0.0,391.03999999999996,113.15,1,1,0.0
12,5,822.4,174.6,137.60000000000002,86.4,1,1,1.0
13,2,96.86,0.0,217.47999999999996,63.47,1,1,0.0
13,3,312.36,0.0,390.93999999999994,113.15,1,1,0.0
13,5,780.1,161.1,179.89999999999998,99.9,1,1,1.0
14,2,96.86,0.0,217.41999999999996,63.47,1,1,0.0
14,3,312.36,0.0,390.84000000000003,113.15,1,1,0.0
14,5,736.1,151.5,223.89999999999998,115.69999999999999,1,1,1.0
14,6,0.54,182.23,14.8,27.07000000000002,1,1,1.0
15,2,96.86,0.0,217.34999999999997,63.47,1,1,0.0
15,3,312.36,0.0,390.84000000000003,113.15,1,1,0.0
